project_external_id,area_external_id,unit_external_id,source_system,source_instance_id,unit_code,subdivision,subdivision_raw,tower,floor,unit_number,unit_type_raw,gross_area_sqm,net_area_sqm,standard_price_vnd,loan_price_vnd,agency_name,unit_type_normalized,bedrooms,bathrooms,price_per_sqm_gross_vnd,price_per_sqm_net_vnd,area_efficiency_ratio,loan_premium_pct,floor_band,direction,balcony_direction,view,corner_unit_proxy,unit_status,lead_count,qualified_lead_count,booking_count,reservation_count,first_lead_at,first_booking_at,reserved_at,sold_at,days_to_first_lead,days_to_reserve,days_to_sell,source_revision,mirrored_revision,mirrored_at,data_profile,agency_name_origin,has_lead,has_booking,has_reservation,is_sold,stacking_price_million_vnd,project_name,project_status,project_launch_date,area_name,area_unit_type,area_bedrooms,area_sqm,area_total_units,area_status,last_sync_batch_id,deal_external_id,deal_status,deal_source_revision,deal_created_at,deal_updated_at,lost_at,deal_lifecycle_stage,physical_features_origin,crm_signals_origin
P-0001,A-0016,U-0196,mini_crm,mini-crm-dev,A4.19.22,Risa,Risa,A4,19,22,Căn hộ Loft,62.71,56.79,4123858505,4292936703,AUH,Loft,2,2,68456972,75593180,0.9056,4.1,mid,Tây Bắc,Đông Bắc,Hồ bơi,False,reserved,5,4,1,1,2025-07-26,2025-08-06,2025-08-16,NOT_SOLD,45,66,-1,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,1,1,1,0,4124,La Pura,active,2025-06-08,Risa,Căn hộ Loft,2,56.13,19,active,seed-batch-units-001,D-0100,reserved,1,2025-08-06T09:00:00+07:00,2025-08-16T17:00:00+07:00,1970-01-01T00:00:00+00:00,reserved,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0016,U-0197,mini_crm,mini-crm-dev,A4.19.23,Risa,Risa,A4,19,23,Căn hộ Loft,63.41,56.87,3410430370,3550258015,AUH,Loft,2,2,55988929,62427607,0.8969,4.1,mid,Nam,Tây,Nội khu,True,sold,6,5,1,1,2025-07-24,2025-08-10,2025-08-16,2025-09-06,43,66,87,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,1,1,1,1,3410,La Pura,active,2025-06-08,Risa,Căn hộ Loft,2,56.13,19,active,seed-batch-units-001,D-0101,sold,1,2025-08-10T09:00:00+07:00,2025-09-06T17:00:00+07:00,1970-01-01T00:00:00+00:00,sold,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0012,U-0198,mini_crm,mini-crm-dev,A4.24.02,Risa,Risa,A4,24,2,1 PN,49.76,45.04,2851061834,2967955369,AUH,1PN,1,1,59645405,65895990,0.9051,4.1,mid,Đông,Nam,Toàn cảnh,False,sold,4,1,1,1,2025-07-29,2025-08-13,2025-08-22,2025-09-10,48,72,91,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,1,1,1,1,2851,La Pura,active,2025-06-08,Risa,1 PN,1,44.73,29,active,seed-batch-units-001,D-0102,sold,1,2025-08-13T09:00:00+07:00,2025-09-10T17:00:00+07:00,1970-01-01T00:00:00+00:00,sold,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0012,U-0199,mini_crm,mini-crm-dev,A4.26.05,Risa,Risa,A4,26,5,1 PN,49.61,45.2,2924621332,3044530806,AUH,1PN,1,1,61369297,67356876,0.9111,4.1,high,Bắc,Đông,Thành phố,False,sold,4,2,1,1,2025-07-24,2025-08-13,2025-08-17,2025-09-10,43,67,91,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,1,1,1,1,2925,La Pura,active,2025-06-08,Risa,1 PN,1,44.73,29,active,seed-batch-units-001,D-0103,sold,1,2025-08-13T09:00:00+07:00,2025-09-10T17:00:00+07:00,1970-01-01T00:00:00+00:00,sold,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0018,U-0200,mini_crm,mini-crm-dev,A4.27.01,Risa,Risa,A4,27,1,RISA,55.24,49.01,3317984892,3454022273,AUH,RISA,2,2,62527557,70475868,0.8872,4.1,high,Đông Nam,Tây Nam,Sông,True,sold,4,3,1,1,2025-08-01,2025-08-06,2025-08-20,2025-08-29,51,70,79,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,1,1,1,1,3318,La Pura,active,2025-06-08,Risa,RISA,2,49.01,14,active,seed-batch-units-001,D-0104,sold,1,2025-08-06T09:00:00+07:00,2025-08-29T17:00:00+07:00,1970-01-01T00:00:00+00:00,sold,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0014,U-0201,mini_crm,mini-crm-dev,A4.27.04,Risa,Risa,A4,27,4,2 PN + 2 WC,72.66,65.92,3425159502,3565591042,AUH,2PN+2WC,2,2,49072269,54089670,0.9072,4.1,high,Tây Bắc,Đông Bắc,Thành phố,False,sold,3,3,1,1,2025-07-31,2025-08-19,2025-09-01,2025-10-14,50,82,125,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,1,1,1,1,3425,La Pura,active,2025-06-08,Risa,2 PN + 2 WC,2,65.76,39,active,seed-batch-units-001,D-0105,sold,1,2025-08-19T09:00:00+07:00,2025-10-14T17:00:00+07:00,1970-01-01T00:00:00+00:00,sold,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0012,U-0202,mini_crm,mini-crm-dev,A4.27.05,Risa,Risa,A4,27,5,1 PN,49.61,45.2,2920328589,3040062062,AUH,1PN,1,1,61279219,67258010,0.9111,4.1,high,Bắc,Đông,Thành phố,False,available,0,0,0,0,NO_LEAD,NO_BOOKING,NO_RESERVATION,NOT_SOLD,-1,-1,-1,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,0,0,0,0,2920,La Pura,active,2025-06-08,Risa,1 PN,1,44.73,29,active,seed-batch-units-001,0,no_deal,0,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,no_lead,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0017,U-0203,mini_crm,mini-crm-dev,A4.28.01,Risa,Risa,A4,28,1,Căn hộ sân vườn,187.69,172.5,14556684950,15153509033,AUH,Garden,2,2,80736901,87846429,0.9191,4.1,high,Đông Nam,Tây Nam,Sông,True,available,0,0,0,0,NO_LEAD,NO_BOOKING,NO_RESERVATION,NOT_SOLD,-1,-1,-1,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,0,0,0,0,14557,La Pura,active,2025-06-08,Risa,Căn hộ sân vườn,2,168.86,4,active,seed-batch-units-001,0,no_deal,0,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,no_lead,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0017,U-0204,mini_crm,mini-crm-dev,A4.28.02,Risa,Risa,A4,28,2,Căn hộ sân vườn,178.92,165.9,12026471706,12519557046,AUH,Garden,2,2,69972932,75464479,0.9272,4.1,high,Đông,Nam,Toàn cảnh,False,available,1,0,0,0,2025-06-30,NO_BOOKING,NO_RESERVATION,NOT_SOLD,19,-1,-1,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,1,0,0,0,12026,La Pura,active,2025-06-08,Risa,Căn hộ sân vườn,2,168.86,4,active,seed-batch-units-001,0,no_deal,0,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,lead,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0015,U-0205,mini_crm,mini-crm-dev,A4.29.19,Risa,Risa,A4,29,19,3 PN,85.54,76.72,6148648856,6400743459,AUH,3PN,3,2,74827490,83429920,0.8969,4.1,high,Đông Nam,Tây Nam,Hồ bơi,False,available,0,0,0,0,NO_LEAD,NO_BOOKING,NO_RESERVATION,NOT_SOLD,-1,-1,-1,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,0,0,0,0,6149,La Pura,active,2025-06-08,Risa,3 PN,3,75.84,8,active,seed-batch-units-001,0,no_deal,0,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,no_lead,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0018,U-0206,mini_crm,mini-crm-dev,A4.31.01,Risa,Risa,A4,31,1,RISA,55.24,49.01,3337104512,3473925797,AUH,RISA,2,2,62887867,70881979,0.8872,4.1,high,Đông Nam,Tây Nam,Sông,True,sold,6,2,1,1,2025-07-24,2025-08-15,2025-08-21,2025-10-06,43,71,117,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,1,1,1,1,3337,La Pura,active,2025-06-08,Risa,RISA,2,49.01,14,active,seed-batch-units-001,D-0106,sold,1,2025-08-15T09:00:00+07:00,2025-10-06T17:00:00+07:00,1970-01-01T00:00:00+00:00,sold,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0012,U-0207,mini_crm,mini-crm-dev,A4.31.02,Risa,Risa,A4,31,2,1 PN,49.76,45.04,2881201886,2999331164,AUH,1PN,1,1,60275948,66592610,0.9051,4.1,high,Đông,Nam,Toàn cảnh,False,sold,5,4,1,1,2025-07-30,2025-08-20,2025-08-30,2025-10-14,49,80,125,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,1,1,1,1,2881,La Pura,active,2025-06-08,Risa,1 PN,1,44.73,29,active,seed-batch-units-001,D-0107,sold,1,2025-08-20T09:00:00+07:00,2025-10-14T17:00:00+07:00,1970-01-01T00:00:00+00:00,sold,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0012,U-0208,mini_crm,mini-crm-dev,A4.31.05,Risa,Risa,A4,31,5,1 PN,49.61,45.2,2903157620,3022187083,AUH,1PN,1,1,60918909,66862546,0.9111,4.1,high,Bắc,Đông,Thành phố,False,sold,2,1,1,1,2025-08-01,2025-08-14,2025-08-26,2025-10-02,51,76,113,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,1,1,1,1,2903,La Pura,active,2025-06-08,Risa,1 PN,1,44.73,29,active,seed-batch-units-001,D-0108,sold,1,2025-08-14T09:00:00+07:00,2025-10-02T17:00:00+07:00,1970-01-01T00:00:00+00:00,sold,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0018,U-0209,mini_crm,mini-crm-dev,A4.32.01,Risa,Risa,A4,32,1,RISA,55.24,49.01,3341884417,3478901678,AUH,RISA,2,2,62977945,70983507,0.8872,4.1,high,Đông Nam,Tây Nam,Sông,True,available,0,0,0,0,NO_LEAD,NO_BOOKING,NO_RESERVATION,NOT_SOLD,-1,-1,-1,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,0,0,0,0,3342,La Pura,active,2025-06-08,Risa,RISA,2,49.01,14,active,seed-batch-units-001,0,no_deal,0,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,no_lead,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0014,U-0210,mini_crm,mini-crm-dev,A4.33.04,Risa,Risa,A4,33,4,2 PN + 2 WC,72.66,65.92,3898709465,4058556553,AUH,2PN+2WC,2,2,55856820,61567909,0.9072,4.1,high,Tây Bắc,Đông Bắc,Thành phố,False,sold,3,3,1,1,2025-07-30,2025-08-18,2025-08-31,2025-10-13,49,81,124,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,1,1,1,1,3899,La Pura,active,2025-06-08,Risa,2 PN + 2 WC,2,65.76,39,active,seed-batch-units-001,D-0109,sold,1,2025-08-18T09:00:00+07:00,2025-10-13T17:00:00+07:00,1970-01-01T00:00:00+00:00,sold,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0012,U-0211,mini_crm,mini-crm-dev,A4.33.05,Risa,Risa,A4,33,5,1 PN,49.61,45.2,2894572136,3013249593,AUH,1PN,1,1,60738754,66664814,0.9111,4.1,high,Bắc,Đông,Thành phố,False,available,2,1,0,0,2025-07-27,NO_BOOKING,NO_RESERVATION,NOT_SOLD,46,-1,-1,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,1,0,0,0,2895,La Pura,active,2025-06-08,Risa,1 PN,1,44.73,29,active,seed-batch-units-001,0,no_deal,0,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,lead,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0014,U-0212,mini_crm,mini-crm-dev,A4.34.03,Risa,Risa,A4,34,3,2 PN + 2 WC,72.66,65.76,3991262055,4154903799,AUH,2PN+2WC,2,2,57182821,63182844,0.905,4.1,high,Bắc,Đông,Hồ bơi,False,reserved,3,3,1,1,2025-07-29,2025-08-07,2025-08-20,NOT_SOLD,48,70,-1,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,1,1,1,0,3991,La Pura,active,2025-06-08,Risa,2 PN + 2 WC,2,65.76,39,active,seed-batch-units-001,D-0110,reserved,1,2025-08-07T09:00:00+07:00,2025-08-20T17:00:00+07:00,1970-01-01T00:00:00+00:00,reserved,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0012,U-0213,mini_crm,mini-crm-dev,A4.34.05,Risa,Risa,A4,34,5,1 PN,49.61,45.2,2890279393,3008780848,AUH,1PN,1,1,60648677,66565948,0.9111,4.1,high,Bắc,Đông,Thành phố,False,reserved,2,1,1,1,2025-07-22,2025-08-04,2025-08-06,NOT_SOLD,41,56,-1,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,1,1,1,0,2890,La Pura,active,2025-06-08,Risa,1 PN,1,44.73,29,active,seed-batch-units-001,D-0111,reserved,1,2025-08-04T09:00:00+07:00,2025-08-06T17:00:00+07:00,1970-01-01T00:00:00+00:00,reserved,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0018,U-0214,mini_crm,mini-crm-dev,A4.35.01,Risa,Risa,A4,35,1,RISA,55.24,49.01,3356224132,3493829322,AUH,RISA,2,2,63248177,71288091,0.8872,4.1,high,Đông Nam,Tây Nam,Sông,True,available,2,1,0,0,2025-07-21,NO_BOOKING,NO_RESERVATION,NOT_SOLD,40,-1,-1,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,1,0,0,0,3356,La Pura,active,2025-06-08,Risa,RISA,2,49.01,14,active,seed-batch-units-001,0,no_deal,0,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,lead,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0014,U-0215,mini_crm,mini-crm-dev,A4.35.04,Risa,Risa,A4,35,4,2 PN + 2 WC,72.66,65.92,3886134958,4045466491,AUH,2PN+2WC,2,2,55676665,61369334,0.9072,4.1,high,Tây Bắc,Đông Bắc,Thành phố,False,available,3,2,0,0,2025-07-21,NO_BOOKING,NO_RESERVATION,NOT_SOLD,40,-1,-1,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,1,0,0,0,3886,La Pura,active,2025-06-08,Risa,2 PN + 2 WC,2,65.76,39,active,seed-batch-units-001,0,no_deal,0,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,lead,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0012,U-0216,mini_crm,mini-crm-dev,A4.35.05,Risa,Risa,A4,35,5,1 PN,49.61,45.2,2885986651,3004312104,AUH,1PN,1,1,60558599,66467082,0.9111,4.1,high,Bắc,Đông,Thành phố,False,reserved,5,4,1,1,2025-07-25,2025-08-15,2025-08-20,NOT_SOLD,44,70,-1,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,1,1,1,0,2886,La Pura,active,2025-06-08,Risa,1 PN,1,44.73,29,active,seed-batch-units-001,D-0112,reserved,1,2025-08-15T09:00:00+07:00,2025-08-20T17:00:00+07:00,1970-01-01T00:00:00+00:00,reserved,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0018,U-0217,mini_crm,mini-crm-dev,A4.36.01,Risa,Risa,A4,36,1,RISA,55.24,49.01,3361004037,3498805203,AUH,RISA,2,2,63338255,71389619,0.8872,4.1,high,Đông Nam,Tây Nam,Sông,True,reserved,6,2,1,1,2025-07-24,2025-08-05,2025-08-11,NOT_SOLD,43,61,-1,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,1,1,1,0,3361,La Pura,active,2025-06-08,Risa,RISA,2,49.01,14,active,seed-batch-units-001,D-0113,reserved,1,2025-08-05T09:00:00+07:00,2025-08-11T17:00:00+07:00,1970-01-01T00:00:00+00:00,reserved,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0012,U-0218,mini_crm,mini-crm-dev,A4.36.02,Risa,Risa,A4,36,2,1 PN,49.76,45.04,2902730495,3021742446,AUH,1PN,1,1,60726335,67090196,0.9051,4.1,high,Đông,Nam,Toàn cảnh,False,available,3,2,0,0,2025-07-30,NO_BOOKING,NO_RESERVATION,NOT_SOLD,49,-1,-1,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,1,0,0,0,2903,La Pura,active,2025-06-08,Risa,1 PN,1,44.73,29,active,seed-batch-units-001,0,no_deal,0,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,lead,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0014,U-0219,mini_crm,mini-crm-dev,A4.36.03,Risa,Risa,A4,36,3,2 PN + 2 WC,72.66,65.76,4003836562,4167993861,AUH,2PN+2WC,2,2,57362976,63381902,0.905,4.1,high,Bắc,Đông,Hồ bơi,False,sold,6,3,1,1,2025-08-01,2025-08-18,2025-09-03,2025-10-14,51,84,125,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,1,1,1,1,4004,La Pura,active,2025-06-08,Risa,2 PN + 2 WC,2,65.76,39,active,seed-batch-units-001,D-0114,sold,1,2025-08-18T09:00:00+07:00,2025-10-14T17:00:00+07:00,1970-01-01T00:00:00+00:00,sold,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0014,U-0220,mini_crm,mini-crm-dev,A4.36.04,Risa,Risa,A4,36,4,2 PN + 2 WC,72.66,65.92,3879847704,4038921460,AUH,2PN+2WC,2,2,55586588,61270046,0.9072,4.1,high,Tây Bắc,Đông Bắc,Thành phố,False,available,1,0,0,0,2025-07-19,NO_BOOKING,NO_RESERVATION,NOT_SOLD,38,-1,-1,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,1,0,0,0,3880,La Pura,active,2025-06-08,Risa,2 PN + 2 WC,2,65.76,39,active,seed-batch-units-001,0,no_deal,0,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,lead,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0018,U-0221,mini_crm,mini-crm-dev,A4.37.01,Risa,Risa,A4,37,1,RISA,55.24,49.01,3365783942,3503781084,AUH,RISA,2,2,63428332,71491146,0.8872,4.1,high,Đông Nam,Tây Nam,Sông,True,sold,2,1,1,1,2025-07-25,2025-08-07,2025-08-14,2025-08-31,44,64,81,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,1,1,1,1,3366,La Pura,active,2025-06-08,Risa,RISA,2,49.01,14,active,seed-batch-units-001,D-0115,sold,1,2025-08-07T09:00:00+07:00,2025-08-31T17:00:00+07:00,1970-01-01T00:00:00+00:00,sold,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0012,U-0222,mini_crm,mini-crm-dev,A4.37.02,Risa,Risa,A4,37,2,1 PN,49.76,45.04,2907036217,3026224702,AUH,1PN,1,1,60816413,67189714,0.9051,4.1,high,Đông,Nam,Toàn cảnh,False,reserved,3,3,1,1,2025-08-02,2025-08-21,2025-09-03,NOT_SOLD,52,84,-1,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,1,1,1,0,2907,La Pura,active,2025-06-08,Risa,1 PN,1,44.73,29,active,seed-batch-units-001,D-0116,reserved,1,2025-08-21T09:00:00+07:00,2025-09-03T17:00:00+07:00,1970-01-01T00:00:00+00:00,reserved,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0014,U-0223,mini_crm,mini-crm-dev,A4.37.03,Risa,Risa,A4,37,3,2 PN + 2 WC,72.66,65.76,4010123816,4174538892,AUH,2PN+2WC,2,2,57453054,63481431,0.905,4.1,high,Bắc,Đông,Hồ bơi,False,available,0,0,0,0,NO_LEAD,NO_BOOKING,NO_RESERVATION,NOT_SOLD,-1,-1,-1,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,0,0,0,0,4010,La Pura,active,2025-06-08,Risa,2 PN + 2 WC,2,65.76,39,active,seed-batch-units-001,0,no_deal,0,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,no_lead,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0014,U-0224,mini_crm,mini-crm-dev,A4.37.04,Risa,Risa,A4,37,4,2 PN + 2 WC,72.66,65.92,3873560451,4032376429,AUH,2PN+2WC,2,2,55496510,61170759,0.9072,4.1,high,Tây Bắc,Đông Bắc,Thành phố,False,available,2,1,0,0,2025-08-02,NO_BOOKING,NO_RESERVATION,NOT_SOLD,52,-1,-1,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,1,0,0,0,3874,La Pura,active,2025-06-08,Risa,2 PN + 2 WC,2,65.76,39,active,seed-batch-units-001,0,no_deal,0,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,lead,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0018,U-0225,mini_crm,mini-crm-dev,A4.38.01,Risa,Risa,A4,38,1,RISA,55.24,49.01,3370563847,3508756965,AUH,RISA,2,2,63518410,71592674,0.8872,4.1,high,Đông Nam,Tây Nam,Sông,True,sold,6,3,1,1,2025-08-03,2025-08-10,2025-08-26,2025-09-26,53,76,107,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,1,1,1,1,3371,La Pura,active,2025-06-08,Risa,RISA,2,49.01,14,active,seed-batch-units-001,D-0117,sold,1,2025-08-10T09:00:00+07:00,2025-09-26T17:00:00+07:00,1970-01-01T00:00:00+00:00,sold,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0012,U-0226,mini_crm,mini-crm-dev,A4.38.02,Risa,Risa,A4,38,2,1 PN,49.76,45.04,2911341939,3030706958,AUH,1PN,1,1,60906490,67289231,0.9051,4.1,high,Đông,Nam,Toàn cảnh,False,available,1,0,0,0,2025-07-25,NO_BOOKING,NO_RESERVATION,NOT_SOLD,44,-1,-1,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,1,0,0,0,2911,La Pura,active,2025-06-08,Risa,1 PN,1,44.73,29,active,seed-batch-units-001,0,no_deal,0,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,lead,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0014,U-0227,mini_crm,mini-crm-dev,A4.38.03,Risa,Risa,A4,38,3,2 PN + 2 WC,72.66,65.76,4016411070,4181083924,AUH,2PN+2WC,2,2,57543131,63580960,0.905,4.1,high,Bắc,Đông,Hồ bơi,False,sold,3,2,1,1,2025-07-19,2025-08-07,2025-08-10,2025-09-02,38,60,83,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,1,1,1,1,4016,La Pura,active,2025-06-08,Risa,2 PN + 2 WC,2,65.76,39,active,seed-batch-units-001,D-0118,sold,1,2025-08-07T09:00:00+07:00,2025-09-02T17:00:00+07:00,1970-01-01T00:00:00+00:00,sold,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0014,U-0228,mini_crm,mini-crm-dev,A4.38.04,Risa,Risa,A4,38,4,2 PN + 2 WC,72.66,65.92,3867273197,4025831398,AUH,2PN+2WC,2,2,55406433,61071471,0.9072,4.1,high,Tây Bắc,Đông Bắc,Thành phố,False,available,0,0,0,0,NO_LEAD,NO_BOOKING,NO_RESERVATION,NOT_SOLD,-1,-1,-1,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,0,0,0,0,3867,La Pura,active,2025-06-08,Risa,2 PN + 2 WC,2,65.76,39,active,seed-batch-units-001,0,no_deal,0,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,no_lead,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0012,U-0229,mini_crm,mini-crm-dev,A4.38.05,Risa,Risa,A4,38,5,1 PN,49.61,45.2,2873108424,2990905869,AUH,1PN,1,1,60288367,66170484,0.9111,4.1,high,Bắc,Đông,Thành phố,False,sold,4,4,1,1,2025-08-03,2025-08-13,2025-08-27,2025-09-30,53,77,111,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,1,1,1,1,2873,La Pura,active,2025-06-08,Risa,1 PN,1,44.73,29,active,seed-batch-units-001,D-0119,sold,1,2025-08-13T09:00:00+07:00,2025-09-30T17:00:00+07:00,1970-01-01T00:00:00+00:00,sold,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0014,U-0230,mini_crm,mini-crm-dev,A4.38.20,Risa,Risa,A4,38,20,2 PN + 2 WC,71.81,64.95,4248778490,4422978408,AUH,2PN+2WC,2,2,61592792,68098205,0.9045,4.1,high,Đông,Nam,Thành phố,False,sold,2,2,1,1,2025-07-27,2025-08-14,2025-08-26,2025-10-07,46,76,118,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,1,1,1,1,4249,La Pura,active,2025-06-08,Risa,2 PN + 2 WC,2,65.76,39,active,seed-batch-units-001,D-0120,sold,1,2025-08-14T09:00:00+07:00,2025-10-07T17:00:00+07:00,1970-01-01T00:00:00+00:00,sold,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0013,U-0231,mini_crm,mini-crm-dev,A4.38.22,Risa,Risa,A4,38,22,2 PN + 1 WC,62.71,57.28,3518081989,3662323351,AUH,2PN+1WC,2,1,58400946,63937209,0.9134,4.1,high,Tây Bắc,Đông Bắc,Hồ bơi,False,available,2,1,0,0,2025-07-22,NO_BOOKING,NO_RESERVATION,NOT_SOLD,41,-1,-1,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,1,0,0,0,3518,La Pura,active,2025-06-08,Risa,2 PN + 1 WC,2,57.28,1,active,seed-batch-units-001,0,no_deal,0,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,lead,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0018,U-0232,mini_crm,mini-crm-dev,A4.39.01,Risa,Risa,A4,39,1,RISA,55.24,49.01,3375343752,3513732846,AUH,RISA,2,2,63608487,71694202,0.8872,4.1,high,Đông Nam,Tây Nam,Sông,True,sold,6,2,1,1,2025-07-24,2025-08-05,2025-08-11,2025-09-16,43,61,97,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,1,1,1,1,3375,La Pura,active,2025-06-08,Risa,RISA,2,49.01,14,active,seed-batch-units-001,D-0121,sold,1,2025-08-05T09:00:00+07:00,2025-09-16T17:00:00+07:00,1970-01-01T00:00:00+00:00,sold,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
